名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
锦尚名苑,花都,新区,4室2厅,南,71.0,2600,36
西湾路,荔湾,西村,3室1厅,东南,40.0,3300,82
西华路,荔湾,西华路,2室1厅,南,22.5,2500,111
西湾东路,荔湾,西村,1室1厅,东,20.0,2500,125
城启大厦,荔湾,南岸路,0室0厅,南,7.0,1400,200
嘉茗华庭,荔湾,芳村,2室1厅,东南,44.0,3800,86
珠江金茂府,荔湾,广钢新城,5室2厅,东南,119.5,22000,184
华贵路,荔湾,龙津,1室0厅,东,14.0,1300,92
泮塘,荔湾,中山八,1室0厅,南,20.0,2500,125
保利和光晨樾,荔湾,广钢新城,3室2厅,东北,64.5,8500,131
恩宁路,荔湾,黄沙,1室1厅,东,12.5,1800,144
西湾路,荔湾,西村,2室1厅,南,31.0,3500,112
园中园小区,荔湾,周门,2室1厅,西南,32.5,2500,76
岭南V谷,荔湾,菊树,2室1厅,东南,74.5,3200,42
龙津东路,荔湾,龙津,2室2厅,东南,62.0,3800,61
花语水岸,荔湾,大坦沙,3室2厅,南,76.5,5700,74
番禺招商金山谷意库,番禺,金山谷,1室1厅,东,21.5,5160,240
布查特官邸I期,番禺,汉溪长隆,1室1厅,北,41.5,4500,108
东方花园又一居,番禺,番禺广场,3室1厅,北,49.0,3000,61
番禺招商金山谷意库,番禺,金山谷,1室1厅,东,21.5,5160,240
敏捷上城商务中心,番禺,万博,3室1厅,南,154.0,16000,103
番禺招商金山谷意库,番禺,金山谷,1室1厅,东,21.5,4300,200
番禺招商金山谷意库,番禺,金山谷,1室1厅,东,21.5,5160,240
富丽家园,番禺,大石,2室1厅,南/北,37.5,2400,64
祈福新村蝶舞轩,番禺,祈福新村,3室2厅,南,72.5,3500,48
敏捷华美国际,番禺,大石,2室1厅,南,27.0,4500,166
广州奥林匹克花园,番禺,洛溪,1室1厅,北,20.0,3000,150
广晟万博城,番禺,万博,2室1厅,北,33.0,6200,187
金沙湾花园,番禺,沙湾,3室2厅,南,53.0,3000,56
祈福万景峰,花都,铁路西,3室2厅,北,46.0,2500,54
保利城,花都,铁路西,2室2厅,北,69.5,1800,25
云峰花园2期,花都,镜湖大道,3室2厅,南,55.5,3000,54
广州融创文旅城商务公寓,花都,花城街,1室1厅,东,23.0,1300,56
越秀天珹,南沙,金洲,4室2厅,南,59.0,3700,62
富力伯爵山,南沙,南沙港,3室1厅,南,57.5,1900,33
柳岸晓风,南沙,明珠湾,4室2厅,南/北,50.0,4000,80
星河山海湾,南沙,南沙港,3室2厅,东,60.0,3800,63
南沙湾御苑,南沙,南沙港,3室2厅,南,52.0,2500,48
越秀滨海珺城,南沙,明珠湾,3室2厅,南,57.0,2600,45
南沙万达广场,南沙,金洲,1室1厅,东,31.5,1700,53
碧桂园天玺湾,南沙,进港大道,4室2厅,东南,91.5,4400,48
南沙奥园,南沙,南沙湾,3室2厅,南/北,71.5,2300,32
南沙湾御苑,南沙,南沙港,3室2厅,南,57.5,2300,40
逸涛半岛,南沙,进港大道,1室1厅,西,23.0,800,34
星河山海湾,南沙,南沙港,3室2厅,南,44.0,3050,69
敏捷尚品国际,南沙,进港大道,2室1厅,南,33.0,1000,30
越秀国际总部广场,南沙,金洲,1室1厅,北,23.5,1000,42
星河山海湾,南沙,南沙港,4室2厅,南/北,64.0,3300,51
越秀明珠天悦江湾,南沙,明珠湾,3室2厅,西南,47.5,3000,63
阳光城丽景湾·澜悦,南沙,进港大道,4室2厅,南/北,55.0,2800,50
南沙珠江湾,南沙,南沙湾,3室2厅,,64.0,3000,46
领南星河荣誉,南沙,南沙港,3室2厅,南,48.0,2900,60
越秀国际总部广场,南沙,金洲,2室1厅,东,21.5,900,41
裕豪公寓,南沙,南沙湾,1室1厅,东南,14.0,1500,107
南沙保利南怡湾,南沙,黄阁,3室2厅,南,50.5,2000,39
中国铁建环球中心,南沙,南沙区府,2室2厅,西南,32.0,1800,56
星河山海湾,南沙,南沙港,4室2厅,南/北,85.0,1500,17
保利南沙天汇,南沙,黄阁,2室1厅,南,39.0,2010,51
龙光棕榈水岸南区,南沙,南沙区府,1室0厅,南,6.0,350,58
万科白鹭郡,南沙,黄阁,5室2厅,东南,130.0,8000,61
柳岸晓风,南沙,明珠湾,3室2厅,南,48.0,3300,68
金科博翠明珠,南沙,明珠湾,3室2厅,南,46.5,3000,64
中交蓝色海湾,南沙,南沙港,4室2厅,南,71.5,4500,62
裕福花园,番禺,市桥,3室2厅,南,58.5,4300,73
碧桂园朝花,荔湾,鹤洞,1居室,东卧,11.0,2500,227
花语水岸,荔湾,大坦沙,3室2厅,南,60.5,5500,90
兴和阁,荔湾,滘口,2室1厅,,32.5,2100,64
富力广场北区,荔湾,中山八,0室0厅,东,6.0,1200,200
保利和光晨樾,荔湾,广钢新城,3室2厅,北,52.0,6000,115
长寿西路,荔湾,西关,1室1厅,东南,22.5,1800,80
芳村花园,荔湾,坑口,3室2厅,南,58.5,4500,76
力诚汾水花园,荔湾,汾水,1室1厅,南,24.0,2900,120
万科柏悦湾,荔湾,大坦沙,3室2厅,北,47.0,4400,93
光复北路,荔湾,龙津,1室0厅,东南,14.0,2300,164
壹诚大厦,荔湾,东塱,1室1厅,西,14.0,1200,85
十八甫路,荔湾,和平西,2室1厅,东南,30.0,2600,86
光复北路,荔湾,龙津,2室1厅,东南,17.5,1800,102
茶滘公寓,荔湾,汾水,3室3厅,东南,46.0,2800,60
金信大厦,荔湾,西华路,1室1厅,东,18.5,2500,135
壹诚大厦,荔湾,东塱,3室2厅,南,17.5,3300,188
大运家园,花都,新区,4室2厅,南,103.0,4880,47
天城楼小区,花都,旧区,2室2厅,南/北,51.5,1600,31
时代紫林,花都,狮岭镇,3室2厅,南,61.0,2700,44
满华苑,花都,旧区,3室2厅,南/北,79.0,2500,31
广州融创文旅城商务公寓,花都,花城街,1室1厅,西南,57.0,1700,29
祈福生活无限,花都,新区,3室2厅,东,55.0,3200,58
雅居乐锦城花漾集,花都,秀全街,3室2厅,北,47.5,2600,54
雅豪苑,花都,新区,3室2厅,南,60.0,2100,35
云峰花园3期,花都,镜湖大道,1室1厅,东,23.0,1500,65
新源雅居,花都,新区,4室2厅,南/北,101.0,5600,55
祈福辉煌台,花都,铁路西,3室2厅,南,50.5,2000,39
雅居乐锦城花锦集,花都,秀全街,4室2厅,东南,69.0,3000,43
金豪雅苑,花都,旧区,3室2厅,南,72.5,1600,22
东方文德森岛湖,花都,花城街,3室2厅,东南,57.5,2500,43
金联西座,花都,旧区,2室1厅,南,63.0,800,12
书苑楼,花都,旧区,4室2厅,南/北,87.5,2900,33
柯子岭,白云,大金钟路,2室1厅,北,73.5,1900,25
政民路,白云,三元里,3室1厅,南/西,55.0,4100,74
金碧雅苑,白云,黄边,3室1厅,东北,49.0,4680,95
白云明珠广场,白云,机场路,1室1厅,东,18.0,2500,138
岭南新世界,白云,嘉禾望岗,3室2厅,北,49.0,5500,112
景泰新村,白云,景泰,1室0厅,西,15.0,6000,400
松柏新村,白云,景泰,2室1厅,南,30.0,2500,83
新市中学教师楼,白云,新市,3室2厅,西北,57.5,2900,50
云山居,白云,元下田,3室2厅,西北,57.0,3200,56
方圆白云时光,白云,黄石,2室1厅,南,65.0,10000,153
白云山制药厂后山宿舍,白云,南湖,2室1厅,东南,24.0,1700,70
绿地时代云都汇,白云,黄石,1室1厅,西,23.5,3000,127
新兴白云花园,白云,江夏,2室2厅,东,27.5,2500,90
元邦苑,白云,新市,3室2厅,北,45.5,4300,94
广信白兰花园,白云,景泰,3室1厅,西南,45.0,3300,73
景泰新村,白云,景泰,3室1厅,南/北,45.5,3500,76
白云堡豪苑,白云,永泰,4室2厅,南/北,119.0,15000,126
新塘新世界花园嘉华苑,增城,沙村,3室2厅,南,50.5,2000,39
长风国际公寓,增城,新塘北,4室1厅,南,45.0,3000,66
中海联睿品,增城,新塘北,4室2厅,南,54.5,2600,47
景观花园,增城,荔城中区,4室2厅,东,124.0,2500,20
实地蔷薇国际,增城,荔城西区,4室2厅,南/北,65.0,2000,30
奥园康威广场,增城,新塘北,2室2厅,,46.0,2000,43
保利合锦领秀山,增城,荔城增江,3室2厅,东南,50.5,1600,31
实地蔷薇国际,增城,荔城西区,3室2厅,东南,48.0,2200,45
碧桂园凤凰城凤曦苑,增城,凤凰城,7室2厅,南,203.5,18000,88
豪进山湖珺璟,增城,白江,1居室,南卧,79.5,1200,15
科慧花园,增城,朱村,2室2厅,西,33.0,1900,57
大华东郡府,增城,朱村,3室2厅,南,44.0,2000,45
实地蔷薇国际,增城,荔城西区,3室2厅,北,43.0,1900,44
新都盛世名门,增城,白江,3室2厅,东南,59.0,3900,66
翡翠绿洲森林半岛,增城,凤凰城,2室2厅,南/北,37.0,2000,54
奥园誉峯,增城,永宁,3室1厅,东南,48.0,1900,39
荔富湖畔,增城,朱村,3室2厅,南/北,49.5,1800,36
香江天赋,增城,凤凰城,4室2厅,南,50.0,2800,56
西福蓝湾,增城,朱村,2室1厅,北,42.0,1500,35
省机械研究所,天河,天润路,3室2厅,东,52.0,5800,111
燕塘大院,天河,燕塘,3室2厅,南/北,42.5,5500,129
颐和四季公馆,天河,粤垦,2室2厅,南,84.5,6200,73
体育西路,天河,天河南,3室1厅,南/北,42.0,12000,285
名雅苑,天河,体育中心,3室2厅,东南,125.0,17000,136
富力天朗明居,天河,棠下,1室1厅,南,20.0,3600,180
龙湖首开天宸原著,天河,黄村,3室2厅,南,47.5,5800,122
小新塘大未来,天河,智慧城,2室1厅,南,38.5,3600,93
尚东君御雅苑,天河,珠江新城中,3室2厅,南,75.0,23000,306
隆基怡苑,天河,沙太南,2室1厅,南,34.0,4000,117
邮通小区,天河,华景新城,1室1厅,南,18.0,2900,161
广海花园,天河,天河公园,3室2厅,南/北,55.0,5200,94
美林湖畔花园,天河,东圃,1室0厅,南,6.0,900,150
翠拥华庭锋尚,天河,车陂,2室1厅,东,32.5,4300,132
诚居花园,天河,员村,2室1厅,南,38.0,3200,84
美景花苑,天河,车陂,3室1厅,南,50.0,4300,86
沙太南路,天河,沙太南,1室1厅,东南,20.0,2000,100
招商雍景湾,黄埔,知识城,3室2厅,南,46.0,2800,60
万科幸福悦,黄埔,知识城,3室2厅,北,37.5,2200,58
时代天境（黄埔）,黄埔,香雪,3室2厅,南,54.0,3800,70
锐丰中心,黄埔,香雪,3室1厅,北,47.5,5500,115
佳兆业城市广场,黄埔,南岗,2居室,南卧,13.5,1600,118
萝岗奥园广场,黄埔,香雪,3室2厅,西,45.0,5500,122
大壮国际广场,黄埔,科学城,4室2厅,南,47.0,5000,106
金碧世纪花园,黄埔,大沙地,1室0厅,南,10.0,1000,100
保利拾光年,黄埔,知识城,4室2厅,东南,49.5,3500,70
萝岗奥园广场,黄埔,香雪,1室0厅,北,41.5,2000,48
品秀星樾,黄埔,香雪,5室2厅,南,67.5,6000,88
萝岗敏捷广场,黄埔,科学城,1室0厅,南,27.0,2200,81
黄埔花园,黄埔,黄埔区府,1室0厅,南,6.0,800,133
合景天峻,黄埔,知识城,2室1厅,东南,36.0,2500,69
刘村新村,黄埔,香雪,4室2厅,南,64.0,3500,54
碧桂园星悦台,黄埔,黄埔永和,2室1厅,南,26.0,2600,100
暹岗花园,黄埔,科学城,1室1厅,北,27.5,3200,116
龙光峰景华庭,黄埔,科学城,3室2厅,东南,45.0,3300,73
合景科汇金谷,黄埔,科学城,1室1厅,南,34.0,3500,102
万科城市花园,黄埔,文冲,3室2厅,南,53.0,4500,84
骏鸿苑,黄埔,黄埔区府,3室2厅,南,45.0,3500,77
万科城市之光,黄埔,文冲,3室2厅,南,48.5,6500,134
金沙湾花园,番禺,沙湾,2室1厅,东,43.0,2500,58
奥园养生广场,番禺,桥南,1室1厅,西南,29.0,2200,75
华南碧桂园翠云山,番禺,华南碧桂园,3室2厅,东,54.0,4500,83
自在城市花园一二期,番禺,汉溪长隆,3室2厅,西南,47.5,4500,94
正太广场,番禺,市桥,3室2厅,东南,73.5,4500,61
锦绣香江花园山水华府,番禺,汉溪长隆,2室2厅,东北,43.5,5200,119
广晟万博城,番禺,万博,1室0厅,东,38.5,750,19
珠江铂世湾,番禺,雅居乐,5室2厅,南/北,69.5,7500,107
尚上名筑三期,番禺,亚运城,3室2厅,南,55.0,3200,58
天睿,番禺,会江,3室1厅,东南,25.0,3200,128
棕榈滩,番禺,南浦,5室2厅,南,117.5,12000,102
海伦堡御院,番禺,桥南,3室2厅,南,63.5,3800,59
东信华庭,番禺,番禺广场,3室2厅,南/北,62.5,4200,67
礼村商务楼,番禺,大石,1室1厅,南,15.0,1980,132
敏捷上城商务中心,番禺,万博,1室1厅,,26.0,4300,165
祈福缤纷汇,番禺,祈福新村,2室1厅,北,27.5,3300,120
星海国际,番禺,市桥,1室1厅,南,23.0,1380,60
长华创意谷,番禺,祈福新村,2室2厅,北,22.5,2900,128
广晟万博城,番禺,万博,1室0厅,东,46.0,750,16
海伦堡御院,番禺,桥南,2室2厅,北,33.5,3000,89
保利大都汇,番禺,汉溪长隆,1室0厅,南,20.0,2800,140
锦绣香江花园第8期,番禺,汉溪长隆,3室2厅,南,69.5,7200,103
丽江花园如英居,番禺,南浦,1室0厅,东,6.0,650,108
喜运楼,番禺,市桥北,1居室,南卧,10.0,600,60
保利大都汇,番禺,汉溪长隆,2室2厅,南,73.0,5300,72
祈福新村倚湖湾,番禺,祈福新村,3室2厅,,84.5,4500,53
厦滘商业综合大楼,番禺,厦滘,1室1厅,南/北,60.0,2800,46
奥园国际中心,番禺,万博,1室1厅,西南,17.0,3500,205
奥园国际中心,番禺,万博,1室1厅,西南,17.0,3500,205
誉品轩,荔湾,龙津,3室1厅,南/北,51.0,8000,156
红棉苑北区,荔湾,芳村,4室2厅,东南,65.0,5000,76
逸合中心,荔湾,鹤洞,4室2厅,东南,27.5,4800,174
西华路,荔湾,西华路,2室1厅,北,30.0,2800,93
环市西路,荔湾,流花站前,2室1厅,南,25.0,2400,96
文昌南路,荔湾,西关,2室1厅,南,83.0,3000,36
中海锦御华庭,荔湾,广钢新城,1室1厅,南,25.5,3400,133
环市西路,荔湾,流花站前,1室1厅,南,20.0,1800,90
珠江金茂府,荔湾,广钢新城,3室2厅,南,56.5,6500,115
西增路,荔湾,西村,1室1厅,,15.0,2200,146
中海锦观华庭D区,荔湾,广钢新城,1室0厅,南,43.0,8445,196
龙津苑小区,荔湾,龙津,1室1厅,南,22.5,2500,111
旭日大厦,荔湾,龙津,3室2厅,,71.0,6000,84
华发中央公园,荔湾,广钢新城,2室2厅,西南,33.0,4000,121
自由人花园,花都,镜湖大道,2室2厅,南,90.0,2400,26
保利城,花都,铁路西,4室2厅,,109.0,2400,22
桃源盛世名苑,花都,花城街,3室2厅,北,57.5,800,13
绿地新里缇香公馆,花都,旧区,4室1厅,西南,71.0,3200,45
富都楼,花都,旧区,3室1厅,南,44.0,800,18
骏威广场,花都,旧区,3室2厅,北,63.5,3000,47
税务小区,花都,旧区,3室2厅,南/北,62.5,800,12
嘉汇城二期,花都,镜湖大道,3室2厅,南,65.0,2500,38
钻石豪园,花都,新区,4室1厅,南,110.0,3600,32
鸿雅轩,花都,旧区,3室2厅,北,63.5,2000,31
里城樾公馆,花都,花城街,3室2厅,南/北,50.0,2800,56
名门国际,花都,新区,1室1厅,南,30.0,1500,50
曙光路,花都,旧区,3室2厅,南/北,62.0,1200,19
美力倚晴居,花都,旧区,4室2厅,南,65.5,1500,22
金湖花园,白云,沙太北,5室2厅,,139.0,29000,208
君立国际公寓,白云,同和,3室1厅,南,29.0,4500,155
机场路,白云,新市,3室1厅,东南,49.0,2400,48
省三建宿舍,白云,机场路,2室1厅,南,25.0,1300,52
南湖半岛花园,白云,南湖,6室3厅,东南,155.5,16000,102
三元里大道,白云,机场路,3室1厅,,41.0,2800,68
颐和山庄,白云,南湖,4室1厅,南,99.0,6000,60
紫荆苑,白云,同德围,1室0厅,东南,15.0,900,60
擎山苑,白云,梅花园,1室0厅,西南,17.5,1500,85
龙光玖誉府,白云,江高镇,3室2厅,东南,44.0,3000,68
岭南新世界,白云,嘉禾望岗,3室2厅,西,50.0,4100,82
方圆白云时光,白云,黄石,3室2厅,东,90.0,10800,120
怡新花园,白云,梅花园,3室1厅,东,88.0,5800,65
嘉御豪庭,增城,石滩镇,3室2厅,南,55.0,1400,25
实地蔷薇国际,增城,荔城西区,3室1厅,南,47.0,2100,44
大华东郡府,增城,朱村,3室2厅,南,44.0,2200,50
东凌广场,增城,凤凰城,1室1厅,南,26.5,1350,50
新塘新世界花园,增城,沙村,4室2厅,南,70.0,2100,30
东汇城国际公寓,增城,荔城中区,2室1厅,南,74.0,3500,47
新塘新世界花园万象苑,增城,沙村,3室2厅,南,64.0,2800,43
中国铁建国际花园,增城,朱村,2室1厅,南,41.0,2200,53
科慧花园,增城,朱村,4室2厅,南,59.0,3000,50
顺欣花园,增城,新塘北,3室2厅,南,45.0,2500,55
荔富湖畔,增城,朱村,2室1厅,南/北,38.5,1800,46
汇峰苑,天河,珠江新城中,3室2厅,北,57.5,17000,295
嘉怡花苑,天河,天润路,4居室,东卧,12.5,1600,128
福金莲花园,天河,员村,2室1厅,东,32.5,3600,110
长运大院,天河,沙河,2室1厅,东南,29.0,2600,89
华港花园,天河,天河公园,1室1厅,西,48.5,3300,68
小新塘大未来,天河,智慧城,3室1厅,东南,59.0,4200,71
育蕾小区,天河,天河南,3室1厅,东南,61.5,5500,89
翠华苑,天河,五山,1居室,南卧,10.0,1980,198
珠江都荟华庭,天河,珠江新城西,2室2厅,南,84.0,10000,119
珠光新城国际中心,天河,珠江新城东,1室1厅,西北,25.0,6800,272
桃园居,天河,东圃,2室1厅,东,36.0,2700,75
昌乐园,天河,员村,2室1厅,南/北,25.0,4000,160
珠江花城,天河,黄村,3室2厅,南,44.5,5000,112
时代天境（黄埔）,黄埔,香雪,3室2厅,南,52.0,4500,86
和贵坊,黄埔,大沙地,1室0厅,南/北,18.5,2100,113
万科城市之光,黄埔,文冲,1室0厅,南/北,14.0,1480,105
佳兆业未来城,黄埔,开发东区,2室1厅,东北,40.0,3500,87
奥园香雪公馆,黄埔,香雪,3室1厅,南,47.0,4000,85
时代中国时代天韵,黄埔,知识城,4室2厅,南,67.0,5000,74
宏康花园四期康慧苑,黄埔,开发东区,2室1厅,东北,44.0,2200,50
龙光峰景华庭,黄埔,科学城,3室2厅,东北,41.5,3000,72
光大花园,海珠,工业大道北,3室2厅,南,50.0,6500,130
环市东路,越秀,黄花岗,1室0厅,南/北,15.0,3300,220
环市东路,越秀,黄花岗,2室1厅,南,45.0,4200,93
仓边路,越秀,农讲所,2室1厅,西南,36.5,3700,101
海珠中路,越秀,解放南,2室1厅,北,20.0,3000,150
尚峰酒店公寓,越秀,公园前,3室1厅,东,88.5,13800,155
御东雅苑,越秀,盘福,2室1厅,北,26.0,8500,326
中山四路,越秀,农讲所,2室1厅,东南,32.5,5800,178
寺贝通津1号大院,越秀,东山口,3室2厅,南/北,81.5,8800,107
湛塘路,越秀,越秀南,1室1厅,南,15.0,1900,126
白云路,越秀,东川路,2室1厅,,25.0,3500,140
文德广场,越秀,越秀南,3室2厅,西,40.0,5800,145
越秀·星汇文玺,番禺,国际创新城,2室2厅,南,15.0,1870,124
风神花园,花都,铁路西,2室2厅,南,46.0,1800,39
广州敏捷绿湖首府一期,增城,石滩镇,4室2厅,南,81.0,3820,47
南国嘉居,天河,棠下,2室1厅,东南,39.0,3600,92
东城雅苑,黄埔,开发东区,2室2厅,南,42.5,2300,54
东华西路,越秀,东川路,1室1厅,东,25.0,3000,120
吉祥北园D区,番禺,洛溪,2室2厅,东/南,32.5,2800,86
江南西路,海珠,江南西,2室1厅,东,32.5,2900,89
宝岗大道,海珠,宝岗,1室0厅,南,11.0,1600,145
保利百合花园,海珠,江燕路,1室0厅,南,5.5,1300,236
绿地越秀海玥,海珠,工业大道中,4室2厅,,38.0,6500,171
大江苑南贤大街,海珠,新港西,2室1厅,南,32.0,3000,93
花城湾畔,海珠,滨江中,3室2厅,东北,69.0,9600,139
金融街融御,海珠,工业大道南,1室0厅,南,42.0,750,17
七星岗1号大院,海珠,赤岗,3室2厅,南,69.0,4800,69
南华中路,海珠,同福,2室1厅,东南,61.0,2000,32
保利天悦,海珠,万胜围,2室2厅,北,47.0,9000,191
工业大道中377号大院,海珠,江燕路,2室1厅,西南,25.0,1900,76
光大花园中海锦榕湾,海珠,工业大道北,1室0厅,南,6.0,1500,250
琶洲新村,海珠,万胜围,1室0厅,南,29.0,4300,148
万华花园,海珠,东晓南,1室1厅,南,20.0,2500,125
利安花园,海珠,滨江东,3室1厅,东/南,45.5,5300,116
江南西路,海珠,江南西,2室1厅,东南,37.5,3000,80
泓景花园,海珠,赤岗,3室1厅,南/北,46.0,7000,152
富力现代广场,海珠,工业大道北,1室0厅,南,6.0,1300,216
丽影华庭C区,海珠,客村,1室1厅,北,28.5,6850,240
星汇湾花园,海珠,工业大道中,3室2厅,东,34.0,6000,176
滨江水恋,海珠,滨江东,3室2厅,,56.5,9000,159
南洲花苑C区,海珠,南洲,2室1厅,南,24.0,2300,95
信步闲庭,海珠,赤岗,4室2厅,南,74.0,8000,108
江怡路,海珠,滨江东,2室1厅,南,32.5,2750,84
解放中路,越秀,西门口,1室0厅,东南,37.5,5000,133
达道路,越秀,东山口,3室1厅,东南,43.0,3500,81
东海嘉园,越秀,五羊新城,2室1厅,东北,38.5,6300,163
麓苑路42号大院,越秀,淘金,2室1厅,东,58.5,7100,121
培正新横路,越秀,东山口,1室1厅,东南,20.0,2500,125
纸行路,越秀,西门口,1室0厅,西,30.0,12000,400
兴城大厦,越秀,五羊新城,1室0厅,东,205.0,31000,151
建设二马路,越秀,建设路,1室1厅,南/北,17.5,2600,148
越秀芳华轩,越秀,西门口,1室0厅,东,27.5,1300,47
御江苑,越秀,海珠广场,4室2厅,,92.5,14400,155
广园西路,越秀,三元里,4室2厅,东南,85.0,3800,44
华侨新村,越秀,淘金,5室2厅,东,240.0,68000,283
先烈中路,越秀,黄花岗,2室1厅,南,28.0,3000,107
桂花岗,越秀,桂花岗,0室1厅,东,12.5,1500,120
麓苑路,越秀,淘金,1室1厅,南,16.5,2500,151
东华西路,越秀,东川路,2室1厅,东,25.0,4000,160
广九大马路,越秀,东川路,4室1厅,南/北,96.0,5500,57
新河浦一横路,越秀,东山口,4室1厅,南,65.0,15000,230
三育路18号大院,越秀,东风东,2室2厅,南/北,40.0,6300,157
同福中路,海珠,同福,3室1厅,东北,25.0,3000,120
万寿路,海珠,前进路,2室2厅,东,54.5,2300,42
保利天悦,海珠,万胜围,3室2厅,南,56.0,13800,246
商学院宿舍,海珠,赤岗,3室2厅,东,50.5,4800,95
泓景花园,海珠,赤岗,3室2厅,东南,56.5,7200,127
丽海雅居,海珠,滨江中,3室1厅,东北,67.5,7500,111
中大城,南沙,金洲,1室0厅,东,25.0,1200,48
南沙万达广场,南沙,金洲,1室1厅,南,25.0,1600,64
金科·集美御峰北地块,南沙,黄阁,4室2厅,南/北,57.5,2200,38
南沙万达广场,南沙,金洲,1室0厅,东,24.5,1700,69
阳光城熙然府,南沙,进港大道,4室2厅,,61.5,2500,40
中建弘阳德信湾璟壹号,南沙,万顷沙,3室2厅,南,47.5,2500,52
越秀国际总部广场,南沙,金洲,2居室,南卧,15.0,1800,120
星河·湾区壹号,南沙,金洲,2居室,南卧,15.0,1800,120
越秀国际总部广场,南沙,金洲,2居室,南卧,15.0,1800,120
保利南沙天汇,南沙,黄阁,3室2厅,南,46.5,2000,43
华汇国际广场,南沙,进港大道,1室1厅,南,27.5,1500,54
星河山海湾,南沙,南沙港,3室2厅,南,53.5,3200,59
云秀幸福花园,南沙,横沥,2室2厅,东南,30.0,2200,73
保利南沙天汇,南沙,黄阁,2室2厅,南,39.5,2000,50
中山八路,荔湾,中山八,1室1厅,南/北,12.5,1800,144
鹅潭汇·SOHO,荔湾,滘口,1居室,南卧,15.0,1800,120
荔湾路95号大院,荔湾,周门,2室1厅,东南,25.0,3300,132
西门口广场,荔湾,西华路,3室2厅,南,50.0,8500,170
贵贤上品,荔湾,龙津,1室0厅,西南,36.0,4200,116
恒荔湾畔,荔湾,芳村,2室1厅,东北,38.0,4300,113
壹诚大厦,荔湾,东塱,2居室,北卧,14.0,1500,107
珠岛花园,荔湾,大坦沙,1室1厅,南,17.5,2300,131
西华路,荔湾,西华路,2室1厅,东,25.0,2000,80
宝源路,荔湾,龙津,3室2厅,东南,65.0,15000,230
周门小区中兴苑,荔湾,周门,3室1厅,东南,45.0,3600,80
芦荻街小区,荔湾,西华路,1室0厅,北,23.0,5500,239
信联路,荔湾,芳村,2室1厅,东南,37.0,2100,56
耀华社区宝仁坊,荔湾,西关,1室0厅,东,12.5,1800,144
怡芳苑,荔湾,芳村,1室1厅,,17.5,2200,125
恒荔湾畔,荔湾,芳村,3室2厅,东,59.0,6200,105
珠岛花园,荔湾,大坦沙,2室1厅,北,27.5,3300,120
金信大厦,荔湾,西华路,1室1厅,西,27.0,4300,159
保利南沙天汇,南沙,黄阁,3室2厅,南,46.5,2200,47
时代云图,南沙,金洲,3室2厅,南,81.5,2500,30
南沙万达广场,南沙,金洲,1室0厅,南,104.0,11000,105
碧桂园天玺湾,南沙,进港大道,3室2厅,北,49.0,2500,51
南沙万达广场,南沙,金洲,1室1厅,东,28.5,1600,56
云水雅苑,南沙,横沥,3室2厅,南,53.0,2700,50
真功夫总部大楼,南沙,金洲,1室1厅,东,27.5,1500,54
时代南湾,南沙,南沙港,4室2厅,,70.0,2500,35
保利半岛,南沙,黄阁,3室2厅,东南,50.5,2700,53
星河盛世,南沙,进港大道,3室2厅,东南,54.0,3200,59
碧桂园蜜柚,南沙,进港大道,2室2厅,北,34.5,2000,57
南沙·十里方圆,南沙,黄阁,3室2厅,北,39.5,2000,50
奥园金莎广场,南沙,金洲,1室1厅,南,25.0,1500,60
南沙珠江湾,南沙,南沙湾,2室1厅,北,28.5,1800,63
南沙大都汇,南沙,金洲,1室1厅,南,16.5,1600,96
富力天海湾,南沙,明珠湾,1室1厅,东南,25.5,1500,58
和平新村,荔湾,西场,1室1厅,南,21.5,2000,93
西增路,荔湾,西村,1室1厅,南,17.5,1700,97
广船鹤园小区,荔湾,鹤洞,2室1厅,南,32.5,3200,98
逸合中心,荔湾,鹤洞,1室1厅,,16.5,1800,109
环市西路,荔湾,流花站前,2室1厅,南,20.5,2300,112
西湾苑,荔湾,西村,2室1厅,东,25.0,1600,64
保利葛洲坝海德公馆,荔湾,广钢新城,3室2厅,东南,61.5,6500,105
西增路,荔湾,西村,2室1厅,东南,40.0,2800,70
御景壹号,荔湾,黄沙,3室2厅,东南,54.5,9500,174
龙湾广场,荔湾,滘口,2室1厅,南,35.0,2800,80
文昌北路,荔湾,龙津,2室1厅,,25.0,2000,80
壹诚大厦,荔湾,东塱,2室1厅,东南,14.5,2500,172
荔富湖畔,增城,朱村,2室2厅,南,39.0,1700,43
锦绣御景国际四期,增城,荔城西区,3室2厅,东南,52.5,2300,43
奥园康威广场,增城,新塘北,2室2厅,南,25.0,1800,72
壹品EPark,黄埔,香雪,3室1厅,南,51.5,4200,81
时代中国时代天韵,黄埔,知识城,3室2厅,北,44.0,3000,68
龙光峰景华庭,黄埔,科学城,3室2厅,北,44.5,3200,71
越秀万力·星悦峯,黄埔,夏园,4居室,北卧,15.0,1330,88
宏祥花园,黄埔,香雪,4室2厅,南,88.0,4000,45
佳兆业城市广场,黄埔,南岗,2室1厅,,26.5,2600,98
大沙地西路,黄埔,大沙地,3室2厅,南/北,50.0,3000,60
临港ATM云寓,黄埔,黄埔区府,1室0厅,南,21.0,2500,119
越秀岭南雅筑,黄埔,香雪,3室2厅,西南,48.5,3500,72
